Mod:Item:MetaData, Localized Name
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:thaumostatic_harness:0, Thaumostatic Harness
thaumicaugmentation:thaumostatic_harness_augment:0, Gyroscope Upgrade
thaumicaugmentation:thaumostatic_harness_augment:1, Girdle Upgrade
thaumicaugmentation:elytra_harness:0, Elytra Harness
thaumicaugmentation:elytra_harness_augment:0, Impetus Thruster Upgrade
thaumicaugmentation:autocaster_placer:0, Autocaster
thaumicaugmentation:autocaster_placer:1, Eldritch Autocaster
thaumicaugmentation:impulse_cannon:0, Impulse Cannon
thaumicaugmentation:impulse_cannon_augment:0, Railgun Conversion
thaumicaugmentation:impulse_cannon_augment:1, Burst Fire Conversion
thaumicaugmentation:focus_ancient, Ancient Focus
thaumicaugmentation:eldritch_lock_key:0, Runed Tablet
thaumicaugmentation:eldritch_lock_key:1, Spiked Sigil
thaumicaugmentation:eldritch_lock_key:2, Tome of Forbidden Knowledge
thaumicaugmentation:eldritch_lock_key:3, Sinister Blade
thaumicaugmentation:obelisk_placer:0, Eldritch Obelisk
thaumicaugmentation:obelisk_placer:1, Ancient Obelisk
thaumicaugmentation:research_notes:0, Tattered Scrolls
thaumicaugmentation:augment_vis_battery, Vis Battery Augment
thaumicperiphery:caster_elementium, Elementium Caster's Gauntlet
thaumicperiphery:pauldron, Pauldron
thaumicperiphery:pauldron_repulsion, Pauldron of Repulsion
thaumicperiphery:malignant_heart, Malignant Heart
thaumicperiphery:magic_quiver, Conjurer's Quiver
thaumicperiphery:vis_phylactery, Vis Phylactery
thaumicrestoration:block_reinforced, Thaumium Plated Stone
thaumicrestoration:block_greatwood, Greatwood Block
thaumicrestoration:block_greatwood_framed, Thaumium Framed Greatwood
thaumicrestoration:block_infuser, Crystal Infuser
thaumicrestoration:block_adv_recharge_pedestal, Advanced Vis Recharge Pedestal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_obsidian, Terra Infused Obsidian
thaumicrestoration:block_paving_aer, Paving Stone of Permeability
thaumicrestoration:item_primal_modulator, Primal Modulator
thaumicrestoration:item_ingot:0, Air Infused Thaumium
thaumicrestoration:item_ingot:1, Fire Infused Thaumium
thaumicrestoration:item_ingot:2, Water Infused Thaumium
thaumicrestoration:item_ingot:3, Earth Infused Thaumium
thaumicrestoration:item_ingot:4, Order Infused Thaumium
thaumicrestoration:item_ingot:5, Entropy Infused Thaumium
thaumicrestoration:item_plate:0, Air Infused Thaumium Plate
thaumicrestoration:item_plate:1, Fire Infused Thaumium Plate
thaumicrestoration:item_plate:2, Water Infused Thaumium Plate
thaumicrestoration:item_plate:3, Earth Infused Thaumium Plate
thaumicrestoration:item_plate:4, Order Infused Thaumium Plate
thaumicrestoration:item_plate:5, Entropy Infused Thaumium Plate
thaumicrestoration:item_witherring, Wither Protection Ring
thaumicrestoration:item_lighter, item.item_lighter.name
thaumicrestoration:item_shard, Colorful Curiosity
thaumicrestoration:item_bucket:0, Infinite Water Bucket
thaumicrestoration:item_toast, Thaumic Toast
tinkers_reforged:gladius, Gladius
tinkers_reforged:light_blade:0, Сердце наги Light Blade
tinkers_reforged:light_blade:0, Магический лист Light Blade
tinkers_reforged:light_blade:0, Пламя Light Blade
tinkers_reforged:light_blade:0, Королевский металл Light Blade
tinkers_reforged:light_blade:0, Деревянн. Light Blade
tinkers_reforged:light_blade:0, Каменн. Light Blade
tinkers_reforged:light_blade:0, Кремнев. Light Blade
tinkers_reforged:light_blade:0, Кактусов. Light Blade
tinkers_reforged:light_blade:0, Костян. Light Blade
tinkers_reforged:light_blade:0, Обсидианов. Light Blade
tinkers_reforged:light_blade:0, Призмаринов. Light Blade
tinkers_reforged:light_blade:0, Эндеровск. Light Blade
tinkers_reforged:light_blade:0, Бумажн. Light Blade
tinkers_reforged:light_blade:0, Губочн. Light Blade
tinkers_reforged:light_blade:0, Огнедерев. Light Blade
tinkers_reforged:light_blade:0, Железн. Light Blade
tinkers_reforged:light_blade:0, Свиностальн. Light Blade
tinkers_reforged:light_blade:0, Слизестальн. Light Blade
tinkers_reforged:light_blade:0, Слизнев. Light Blade
tinkers_reforged:light_blade:0, Синеслизнев. Light Blade
tinkers_reforged:light_blade:0, Огнеслизнев. Light Blade
tinkers_reforged:light_blade:0, Адокаменн. Light Blade
tinkers_reforged:light_blade:0, Кобальтов. Light Blade
tinkers_reforged:light_blade:0, Ардитов. Light Blade
tinkers_reforged:light_blade:0, Маньюлинов. Light Blade
tinkers_reforged:light_blade:0, Медн. Light Blade
tinkers_reforged:light_blade:0, Бронзов. Light Blade
tinkers_reforged:light_blade:0, Свинцов. Light Blade
tinkers_reforged:light_blade:0, Серебрян. Light Blade
tinkers_reforged:light_blade:0, Электрумов. Light Blade
tinkers_reforged:light_blade:0, Стальн. Light Blade
tinkers_reforged:light_blade:0, Кровавые Доски Light Blade 
tinkers_reforged:light_blade:0, Кровью Железо Light Blade
tinkers_reforged:light_blade:0, Miner's Diamond Light Blade
tinkers_reforged:light_blade:0, Warrior's Diamond Light Blade
tinkers_reforged:light_blade:0, Guardian's Diamond Light Blade
tinkers_reforged:light_blade:0, Слиток мракиума Light Blade
tinkers_reforged:light_blade:0, Орихалкос Light Blade
tinkers_reforged:light_blade:0, Амордрин Light Blade
tinkers_reforged:light_blade:0, Хадерот Light Blade
tinkers_reforged:light_blade:0, Альдуорит Light Blade
tinkers_reforged:light_blade:0, Платина Light Blade
tinkers_reforged:light_blade:0, Вулканит Light Blade
tinkers_reforged:light_blade:0, Игнатиус Light Blade
tinkers_reforged:light_blade:0, Этерий Light Blade
tinkers_reforged:light_blade:0, Ртуть Light Blade
tinkers_reforged:light_blade:0, Латунь Light Blade
tinkers_reforged:light_blade:0, Астральное Серебро Light Blade
tinkers_reforged:light_blade:0, Гепатизон Light Blade
tinkers_reforged:light_blade:0, Сангвинит Light Blade
